,filepath,label,label_tag
59,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (495).JPG,0,Bacterial_spot
60,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (286).JPG,0,Bacterial_spot
61,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1251).JPG,0,Bacterial_spot
62,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (690).JPG,0,Bacterial_spot
63,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (476).JPG,0,Bacterial_spot
64,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (543).JPG,0,Bacterial_spot
65,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (808).JPG,0,Bacterial_spot
66,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (646).JPG,0,Bacterial_spot
67,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (669).JPG,0,Bacterial_spot
68,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (477).JPG,0,Bacterial_spot
69,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1230).JPG,0,Bacterial_spot
70,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (806).JPG,0,Bacterial_spot
71,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (992).JPG,0,Bacterial_spot
72,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (175).JPG,0,Bacterial_spot
73,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (621).JPG,0,Bacterial_spot
74,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (341).JPG,0,Bacterial_spot
75,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (439).JPG,0,Bacterial_spot
76,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (273).JPG,0,Bacterial_spot
77,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (221).JPG,0,Bacterial_spot
78,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (503).JPG,0,Bacterial_spot
79,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (300).JPG,0,Bacterial_spot
80,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (704).JPG,0,Bacterial_spot
81,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (399).JPG,0,Bacterial_spot
82,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (165).JPG,0,Bacterial_spot
83,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1228).JPG,0,Bacterial_spot
84,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1259).JPG,0,Bacterial_spot
85,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (319).JPG,0,Bacterial_spot
86,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (804).JPG,0,Bacterial_spot
87,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (34).JPG,0,Bacterial_spot
88,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (791).JPG,0,Bacterial_spot
89,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (970).JPG,0,Bacterial_spot
90,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1).JPG,0,Bacterial_spot
91,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (721).JPG,0,Bacterial_spot
92,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (493).JPG,0,Bacterial_spot
93,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (114).JPG,0,Bacterial_spot
94,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1192).JPG,0,Bacterial_spot
95,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (137).JPG,0,Bacterial_spot
96,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (559).JPG,0,Bacterial_spot
97,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (467).JPG,0,Bacterial_spot
98,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1150).JPG,0,Bacterial_spot
99,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (836).JPG,0,Bacterial_spot
100,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1041).JPG,0,Bacterial_spot
101,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (539).JPG,0,Bacterial_spot
102,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (562).JPG,0,Bacterial_spot
103,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (983).JPG,0,Bacterial_spot
104,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (480).JPG,0,Bacterial_spot
105,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (783).JPG,0,Bacterial_spot
106,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1053).JPG,0,Bacterial_spot
107,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (596).JPG,0,Bacterial_spot
108,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (390).JPG,0,Bacterial_spot
109,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (962).JPG,0,Bacterial_spot
110,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1042).JPG,0,Bacterial_spot
111,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1097).JPG,0,Bacterial_spot
112,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1056).JPG,0,Bacterial_spot
113,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (484).JPG,0,Bacterial_spot
114,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1064).JPG,0,Bacterial_spot
115,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (891).JPG,0,Bacterial_spot
116,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1205).JPG,0,Bacterial_spot
117,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (330).JPG,0,Bacterial_spot
118,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (672).JPG,0,Bacterial_spot
119,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (828).JPG,0,Bacterial_spot
120,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1180).JPG,0,Bacterial_spot
121,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (528).JPG,0,Bacterial_spot
122,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (320).JPG,0,Bacterial_spot
123,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (129).JPG,0,Bacterial_spot
124,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1179).JPG,0,Bacterial_spot
125,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1164).JPG,0,Bacterial_spot
126,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1117).JPG,0,Bacterial_spot
127,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (851).JPG,0,Bacterial_spot
128,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (733).JPG,0,Bacterial_spot
129,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (580).JPG,0,Bacterial_spot
130,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (837).JPG,0,Bacterial_spot
131,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (248).JPG,0,Bacterial_spot
132,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (708).JPG,0,Bacterial_spot
133,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (196).JPG,0,Bacterial_spot
134,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1036).JPG,0,Bacterial_spot
135,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (604).JPG,0,Bacterial_spot
136,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (823).JPG,0,Bacterial_spot
137,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1221).JPG,0,Bacterial_spot
138,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (101).JPG,0,Bacterial_spot
139,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (119).JPG,0,Bacterial_spot
140,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (875).JPG,0,Bacterial_spot
141,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (816).JPG,0,Bacterial_spot
142,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (797).JPG,0,Bacterial_spot
143,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (301).JPG,0,Bacterial_spot
144,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1043).JPG,0,Bacterial_spot
145,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1000).JPG,0,Bacterial_spot
146,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1119).JPG,0,Bacterial_spot
147,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (145).JPG,0,Bacterial_spot
148,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (915).JPG,0,Bacterial_spot
149,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1144).JPG,0,Bacterial_spot
150,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1229).JPG,0,Bacterial_spot
151,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (908).JPG,0,Bacterial_spot
152,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (173).JPG,0,Bacterial_spot
153,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1250).JPG,0,Bacterial_spot
154,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (544).JPG,0,Bacterial_spot
155,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (752).JPG,0,Bacterial_spot
156,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (671).JPG,0,Bacterial_spot
157,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (567).JPG,0,Bacterial_spot
158,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (244).JPG,0,Bacterial_spot
159,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1110).JPG,0,Bacterial_spot
160,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1169).JPG,0,Bacterial_spot
161,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1099).JPG,0,Bacterial_spot
162,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (355).JPG,0,Bacterial_spot
163,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (140).JPG,0,Bacterial_spot
164,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1208).JPG,0,Bacterial_spot
165,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (905).JPG,0,Bacterial_spot
166,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (351).JPG,0,Bacterial_spot
167,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1010).JPG,0,Bacterial_spot
168,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (935).JPG,0,Bacterial_spot
169,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (228).JPG,0,Bacterial_spot
170,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1065).JPG,0,Bacterial_spot
171,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (616).JPG,0,Bacterial_spot
172,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (56).JPG,0,Bacterial_spot
173,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (601).JPG,0,Bacterial_spot
174,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (862).JPG,0,Bacterial_spot
175,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1006).JPG,0,Bacterial_spot
176,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (217).JPG,0,Bacterial_spot
177,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (381).JPG,0,Bacterial_spot
178,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (876).JPG,0,Bacterial_spot
179,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (753).JPG,0,Bacterial_spot
180,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (84).JPG,0,Bacterial_spot
181,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (595).JPG,0,Bacterial_spot
182,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (693).JPG,0,Bacterial_spot
183,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (786).JPG,0,Bacterial_spot
184,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (291).JPG,0,Bacterial_spot
185,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1038).JPG,0,Bacterial_spot
186,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (648).JPG,0,Bacterial_spot
187,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (918).JPG,0,Bacterial_spot
188,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1266).JPG,0,Bacterial_spot
189,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (926).JPG,0,Bacterial_spot
190,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1091).JPG,0,Bacterial_spot
191,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (307).JPG,0,Bacterial_spot
192,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (191).JPG,0,Bacterial_spot
193,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (889).JPG,0,Bacterial_spot
194,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1037).JPG,0,Bacterial_spot
195,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (126).JPG,0,Bacterial_spot
196,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (858).JPG,0,Bacterial_spot
197,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (510).JPG,0,Bacterial_spot
198,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (223).JPG,0,Bacterial_spot
199,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1136).JPG,0,Bacterial_spot
200,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (410).JPG,0,Bacterial_spot
201,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (619).JPG,0,Bacterial_spot
202,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (445).JPG,0,Bacterial_spot
203,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (561).JPG,0,Bacterial_spot
204,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (16).JPG,0,Bacterial_spot
205,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (156).JPG,0,Bacterial_spot
206,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (6).JPG,0,Bacterial_spot
207,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (873).JPG,0,Bacterial_spot
208,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (802).JPG,0,Bacterial_spot
209,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (740).JPG,0,Bacterial_spot
210,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1022).JPG,0,Bacterial_spot
211,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (812).JPG,0,Bacterial_spot
212,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (243).JPG,0,Bacterial_spot
213,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (613).JPG,0,Bacterial_spot
214,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (446).JPG,0,Bacterial_spot
215,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (278).JPG,0,Bacterial_spot
216,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (342).JPG,0,Bacterial_spot
217,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (569).JPG,0,Bacterial_spot
218,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1101).JPG,0,Bacterial_spot
219,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (82).JPG,0,Bacterial_spot
220,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (745).JPG,0,Bacterial_spot
221,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (161).JPG,0,Bacterial_spot
222,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1062).JPG,0,Bacterial_spot
223,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (13).JPG,0,Bacterial_spot
224,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (641).JPG,0,Bacterial_spot
225,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (7).JPG,0,Bacterial_spot
226,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (220).JPG,0,Bacterial_spot
227,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (810).JPG,0,Bacterial_spot
228,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (239).JPG,0,Bacterial_spot
229,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (744).JPG,0,Bacterial_spot
230,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (985).JPG,0,Bacterial_spot
231,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (429).JPG,0,Bacterial_spot
232,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1145).JPG,0,Bacterial_spot
233,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (451).JPG,0,Bacterial_spot
234,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (594).JPG,0,Bacterial_spot
235,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (421).JPG,0,Bacterial_spot
236,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1078).JPG,0,Bacterial_spot
237,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1201).JPG,0,Bacterial_spot
238,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (279).JPG,0,Bacterial_spot
239,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (442).JPG,0,Bacterial_spot
240,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1177).JPG,0,Bacterial_spot
241,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (948).JPG,0,Bacterial_spot
242,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (871).JPG,0,Bacterial_spot
243,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (104).JPG,0,Bacterial_spot
244,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (61).JPG,0,Bacterial_spot
245,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (280).JPG,0,Bacterial_spot
246,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (668).JPG,0,Bacterial_spot
247,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (340).JPG,0,Bacterial_spot
248,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (128).JPG,0,Bacterial_spot
249,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (153).JPG,0,Bacterial_spot
250,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (388).JPG,0,Bacterial_spot
251,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (465).JPG,0,Bacterial_spot
252,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (144).JPG,0,Bacterial_spot
253,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (288).JPG,0,Bacterial_spot
254,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (491).JPG,0,Bacterial_spot
255,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1059).JPG,0,Bacterial_spot
256,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (474).JPG,0,Bacterial_spot
257,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (179).JPG,0,Bacterial_spot
258,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (848).JPG,0,Bacterial_spot
259,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (650).JPG,0,Bacterial_spot
260,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (696).JPG,0,Bacterial_spot
261,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (939).JPG,0,Bacterial_spot
262,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (872).JPG,0,Bacterial_spot
263,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (187).JPG,0,Bacterial_spot
264,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (951).JPG,0,Bacterial_spot
265,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1125).JPG,0,Bacterial_spot
266,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (685).JPG,0,Bacterial_spot
267,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (652).JPG,0,Bacterial_spot
268,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1203).JPG,0,Bacterial_spot
269,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (995).JPG,0,Bacterial_spot
270,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (924).JPG,0,Bacterial_spot
271,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (581).JPG,0,Bacterial_spot
272,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (927).JPG,0,Bacterial_spot
273,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (798).JPG,0,Bacterial_spot
274,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (290).JPG,0,Bacterial_spot
275,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (894).JPG,0,Bacterial_spot
276,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (466).JPG,0,Bacterial_spot
277,PlantVillage-Tomato/Train/Tomato___Bacterial_spot/image (1191).JPG,0,Bacterial_spot
